street,direction,date,period,tt,,,
Adelaide,EB,29-Nov-17,PMSH,12.3,,,
Adelaide,EB,30-Nov-17,PMSH,11.5,,,
Adelaide,EB,01-Dec-17,PMSH,12.8,,,
Front,WB,02-Oct-17,PMSH,13.0,,,
Front,WB,03-Oct-17,PMSH,9.9,,,
Front,WB,04-Oct-17,PMSH,10.3,,,
Front,WB,05-Oct-17,PMSH,8.7,,,
Front,WB,06-Oct-17,PMSH,11.6,,,
Front,WB,10-Oct-17,PMSH,10.2,,,
Front,WB,11-Oct-17,PMSH,11.5,,,
Front,WB,12-Oct-17,PMSH,8.7,,,
Front,WB,13-Oct-17,PMSH,9.9,,,
Front,WB,30-Oct-17,PMSH,9.8,,,
Front,WB,31-Oct-17,PMSH,8.6,,,
Front,WB,01-Nov-17,PMSH,12.5,,,
Front,WB,02-Nov-17,PMSH,11.1,,,
Front,WB,03-Nov-17,PMSH,13.4,,,
Front,WB,06-Nov-17,PMSH,12.4,,,
Front,WB,07-Nov-17,PMSH,8.2,,,
Front,WB,08-Nov-17,PMSH,13.9,,,
Front,WB,09-Nov-17,PMSH,11.9,,,
Front,WB,10-Nov-17,PMSH,14.0,,,
Front,WB,13-Nov-17,PMSH,13.3,,,
Front,WB,14-Nov-17,PMSH,16.7,,,
Front,WB,15-Nov-17,PMSH,14.8,,,
Front,WB,16-Nov-17,PMSH,14.8,,,
Front,WB,17-Nov-17,PMSH,12.8,,,
Front,WB,20-Nov-17,PMSH,16.2,,,
Front,WB,21-Nov-17,PMSH,14.1,,,
Front,WB,22-Nov-17,PMSH,11.8,,,
Front,WB,23-Nov-17,PMSH,11.2,,,
Front,WB,24-Nov-17,PMSH,17.0,,,
Front,WB,27-Nov-17,PMSH,15.1,,,
Front,WB,28-Nov-17,PMSH,10.7,,,
Front,WB,29-Nov-17,PMSH,10.5,,,
Front,WB,30-Nov-17,PMSH,13.8,,,
Front,WB,01-Dec-17,PMSH,15.3,,,
Front,EB,02-Oct-17,PMSH,13.8,,,
Front,EB,03-Oct-17,PMSH,8.0,,,
Front,EB,04-Oct-17,PMSH,11.2,,,
Front,EB,05-Oct-17,PMSH,11.5,,,
Front,EB,06-Oct-17,PMSH,8.7,,,
Front,EB,10-Oct-17,PMSH,13.5,,,
Front,EB,11-Oct-17,PMSH,13.9,,,
Front,EB,12-Oct-17,PMSH,10.3,,,
Front,EB,13-Oct-17,PMSH,11.0,,,
Front,EB,30-Oct-17,PMSH,12.0,,,
Front,EB,31-Oct-17,PMSH,13.3,,,
Front,EB,01-Nov-17,PMSH,10.4,,,
Front,EB,02-Nov-17,PMSH,9.5,,,
Front,EB,03-Nov-17,PMSH,8.9,,,
Front,EB,06-Nov-17,PMSH,10.3,,,
Front,EB,07-Nov-17,PMSH,9.7,,,
Front,EB,08-Nov-17,PMSH,10.2,,,
Front,EB,09-Nov-17,PMSH,8.4,,,
Front,EB,10-Nov-17,PMSH,9.1,,,
Front,EB,13-Nov-17,PMSH,15.7,,,
Front,EB,14-Nov-17,PMSH,16.5,,,
Front,EB,15-Nov-17,PMSH,11.0,,,
Front,EB,16-Nov-17,PMSH,14.4,,,
Front,EB,17-Nov-17,PMSH,16.3,,,
Front,EB,20-Nov-17,PMSH,14.9,,,
Front,EB,21-Nov-17,PMSH,11.8,,,
Front,EB,22-Nov-17,PMSH,15.9,,,
Front,EB,23-Nov-17,PMSH,11.9,,,
Front,EB,24-Nov-17,PMSH,12.1,,,
Front,EB,27-Nov-17,PMSH,11.0,,,
Front,EB,28-Nov-17,PMSH,10.9,,,
Front,EB,29-Nov-17,PMSH,13.3,,,
Front,EB,30-Nov-17,PMSH,12.8,,,
Front,EB,01-Dec-17,PMSH,10.3,,,
